id,provider,model_id,secondary_metric_name,secondary_metric_score
0,anthropic,claude-haiku-4-5-20251001,bleu_fallback,20.640765449620034
1,anthropic,claude-haiku-4-5-20251001,bleu_fallback,31.403962337424876
2,anthropic,claude-haiku-4-5-20251001,bleu_fallback,6.6406161479781876
3,anthropic,claude-haiku-4-5-20251001,bleu_fallback,42.466328903215654
4,anthropic,claude-haiku-4-5-20251001,bleu_fallback,100.00000000000004
5,anthropic,claude-haiku-4-5-20251001,bleu_fallback,35.27849685452676
6,anthropic,claude-haiku-4-5-20251001,bleu_fallback,50.265872700455304
7,anthropic,claude-haiku-4-5-20251001,bleu_fallback,15.265280945577954
8,anthropic,claude-haiku-4-5-20251001,bleu_fallback,28.75170220121397
9,anthropic,claude-haiku-4-5-20251001,bleu_fallback,16.784459625186194
10,anthropic,claude-haiku-4-5-20251001,bleu_fallback,1.4687520822839002
11,anthropic,claude-haiku-4-5-20251001,bleu_fallback,5.746166391236874
12,anthropic,claude-haiku-4-5-20251001,bleu_fallback,15.444910001912213
13,anthropic,claude-haiku-4-5-20251001,bleu_fallback,15.44055715153099
14,anthropic,claude-haiku-4-5-20251001,bleu_fallback,64.96350258549114
15,anthropic,claude-haiku-4-5-20251001,bleu_fallback,26.63837790591404
16,anthropic,claude-haiku-4-5-20251001,bleu_fallback,9.568599837557258
17,anthropic,claude-haiku-4-5-20251001,bleu_fallback,13.382613080002844
18,anthropic,claude-haiku-4-5-20251001,bleu_fallback,49.24584878270649
19,anthropic,claude-haiku-4-5-20251001,bleu_fallback,8.913765521398126
20,anthropic,claude-haiku-4-5-20251001,bleu_fallback,41.21632356158102
21,anthropic,claude-haiku-4-5-20251001,bleu_fallback,46.713797772819994
22,anthropic,claude-haiku-4-5-20251001,bleu_fallback,40.802826751042446
23,anthropic,claude-haiku-4-5-20251001,bleu_fallback,40.53746225697867
24,anthropic,claude-haiku-4-5-20251001,bleu_fallback,14.127216461522432
25,anthropic,claude-haiku-4-5-20251001,bleu_fallback,52.055103630534376
26,anthropic,claude-haiku-4-5-20251001,bleu_fallback,48.05836435240956
27,anthropic,claude-haiku-4-5-20251001,bleu_fallback,23.073674980977184
28,anthropic,claude-haiku-4-5-20251001,bleu_fallback,38.281116099287054
29,anthropic,claude-haiku-4-5-20251001,bleu_fallback,9.379601158083608
30,anthropic,claude-haiku-4-5-20251001,bleu_fallback,33.56115418622472
31,anthropic,claude-haiku-4-5-20251001,bleu_fallback,19.223240570360833
32,anthropic,claude-haiku-4-5-20251001,bleu_fallback,17.59738356910525
33,anthropic,claude-haiku-4-5-20251001,bleu_fallback,21.71453338426706
34,anthropic,claude-haiku-4-5-20251001,bleu_fallback,37.03048684665891
35,anthropic,claude-haiku-4-5-20251001,bleu_fallback,11.71291646655074
36,anthropic,claude-haiku-4-5-20251001,bleu_fallback,48.71873548007025
37,anthropic,claude-haiku-4-5-20251001,bleu_fallback,19.03837857221325
38,anthropic,claude-haiku-4-5-20251001,bleu_fallback,31.128635710849178
39,anthropic,claude-haiku-4-5-20251001,bleu_fallback,50.7196093945688
40,anthropic,claude-haiku-4-5-20251001,bleu_fallback,0.0
41,anthropic,claude-haiku-4-5-20251001,bleu_fallback,11.033175243375991
42,anthropic,claude-haiku-4-5-20251001,bleu_fallback,47.41797560818527
43,anthropic,claude-haiku-4-5-20251001,bleu_fallback,23.025336472018875
44,anthropic,claude-haiku-4-5-20251001,bleu_fallback,45.51030558262258
45,anthropic,claude-haiku-4-5-20251001,bleu_fallback,32.26927442069044
46,anthropic,claude-haiku-4-5-20251001,bleu_fallback,19.2444334597427
47,anthropic,claude-haiku-4-5-20251001,bleu_fallback,7.589828807225128
48,anthropic,claude-haiku-4-5-20251001,bleu_fallback,48.28734599930161
49,anthropic,claude-haiku-4-5-20251001,bleu_fallback,26.477952261405967
50,anthropic,claude-haiku-4-5-20251001,bleu_fallback,40.016016019225006
51,anthropic,claude-haiku-4-5-20251001,bleu_fallback,7.042391001328547
52,anthropic,claude-haiku-4-5-20251001,bleu_fallback,12.090340630072072
53,anthropic,claude-haiku-4-5-20251001,bleu_fallback,27.901593935858266
54,anthropic,claude-haiku-4-5-20251001,bleu_fallback,30.674809498902018
55,anthropic,claude-haiku-4-5-20251001,bleu_fallback,18.36028134946796
56,anthropic,claude-haiku-4-5-20251001,bleu_fallback,4.018258743085361
57,anthropic,claude-haiku-4-5-20251001,bleu_fallback,62.979474299640195
58,anthropic,claude-haiku-4-5-20251001,bleu_fallback,27.534765745159184
59,anthropic,claude-haiku-4-5-20251001,bleu_fallback,6.567274736060396
60,anthropic,claude-haiku-4-5-20251001,bleu_fallback,53.51607207631776
61,anthropic,claude-haiku-4-5-20251001,bleu_fallback,60.3161203621801
62,anthropic,claude-haiku-4-5-20251001,bleu_fallback,22.10097542933647
63,anthropic,claude-haiku-4-5-20251001,bleu_fallback,42.58744680390021
64,anthropic,claude-haiku-4-5-20251001,bleu_fallback,22.27227312202058
65,anthropic,claude-haiku-4-5-20251001,bleu_fallback,9.771259394929364
66,anthropic,claude-haiku-4-5-20251001,bleu_fallback,53.2800971987552
67,anthropic,claude-haiku-4-5-20251001,bleu_fallback,100.00000000000004
68,anthropic,claude-haiku-4-5-20251001,bleu_fallback,18.26249361348376
69,anthropic,claude-haiku-4-5-20251001,bleu_fallback,19.104081613647544
70,anthropic,claude-haiku-4-5-20251001,bleu_fallback,44.67710283121971
71,anthropic,claude-haiku-4-5-20251001,bleu_fallback,23.71332024655201
72,anthropic,claude-haiku-4-5-20251001,bleu_fallback,32.934059711691795
73,anthropic,claude-haiku-4-5-20251001,bleu_fallback,65.71289999747854
74,anthropic,claude-haiku-4-5-20251001,bleu_fallback,34.98761149110957
75,anthropic,claude-haiku-4-5-20251001,bleu_fallback,15.593439508212386
76,anthropic,claude-haiku-4-5-20251001,bleu_fallback,56.21045216817225
77,anthropic,claude-haiku-4-5-20251001,bleu_fallback,13.428255442360697
78,anthropic,claude-haiku-4-5-20251001,bleu_fallback,12.223075560872525
79,anthropic,claude-haiku-4-5-20251001,bleu_fallback,39.76353643835254
80,anthropic,claude-haiku-4-5-20251001,bleu_fallback,20.978726224175915
81,anthropic,claude-haiku-4-5-20251001,bleu_fallback,9.652434877402245
82,anthropic,claude-haiku-4-5-20251001,bleu_fallback,4.990049701936832
83,anthropic,claude-haiku-4-5-20251001,bleu_fallback,23.356898886410004
84,anthropic,claude-haiku-4-5-20251001,bleu_fallback,57.067457770559976
85,anthropic,claude-haiku-4-5-20251001,bleu_fallback,38.49815007763549
86,anthropic,claude-haiku-4-5-20251001,bleu_fallback,62.90956839755174
87,anthropic,claude-haiku-4-5-20251001,bleu_fallback,21.37772394158387
88,anthropic,claude-haiku-4-5-20251001,bleu_fallback,18.92240568795935
89,anthropic,claude-haiku-4-5-20251001,bleu_fallback,35.84543395644244
90,anthropic,claude-haiku-4-5-20251001,bleu_fallback,5.0735520042259505
91,anthropic,claude-haiku-4-5-20251001,bleu_fallback,42.5572807980029
92,anthropic,claude-haiku-4-5-20251001,bleu_fallback,15.859534261828522
93,anthropic,claude-haiku-4-5-20251001,bleu_fallback,16.233395773754946
94,anthropic,claude-haiku-4-5-20251001,bleu_fallback,54.7172825621902
95,anthropic,claude-haiku-4-5-20251001,bleu_fallback,73.67565054628355
96,anthropic,claude-haiku-4-5-20251001,bleu_fallback,8.282282660969603
97,anthropic,claude-haiku-4-5-20251001,bleu_fallback,43.29051306333389
98,anthropic,claude-haiku-4-5-20251001,bleu_fallback,15.742302643532467
99,anthropic,claude-haiku-4-5-20251001,bleu_fallback,49.831162551286646
100,anthropic,claude-haiku-4-5-20251001,bleu_fallback,12.256200970377108
101,anthropic,claude-haiku-4-5-20251001,bleu_fallback,9.637411586929971
102,anthropic,claude-haiku-4-5-20251001,bleu_fallback,10.398089766078932
103,anthropic,claude-haiku-4-5-20251001,bleu_fallback,32.46679154750989
104,anthropic,claude-haiku-4-5-20251001,bleu_fallback,4.780204393760627
105,anthropic,claude-haiku-4-5-20251001,bleu_fallback,31.12185101270637
106,anthropic,claude-haiku-4-5-20251001,bleu_fallback,7.96817868330168
107,anthropic,claude-haiku-4-5-20251001,bleu_fallback,27.376328102137563
108,anthropic,claude-haiku-4-5-20251001,bleu_fallback,12.368464772045964
109,anthropic,claude-haiku-4-5-20251001,bleu_fallback,19.692215902857168
110,anthropic,claude-haiku-4-5-20251001,bleu_fallback,5.522397783539471
111,anthropic,claude-haiku-4-5-20251001,bleu_fallback,35.41441309302903
